-0.6043781,-2.1989060,-2.7522791,-1.1034449,-0.8170638,-2.1865250,-1.1904508,-0.9852221
-0.0315551,-0.4047294,-1.4069800,-0.5788292,-0.2717900,-1.6621393,-1.1517117,-1.3165732
-1.6033515,-0.0755185,-1.2060487,-0.4185973,-1.4201426,-1.7912196,-3.1337717,-1.9105340
-0.7195329,0.5134765,-0.4657154,0.5825887,0.2527715,0.1404879,-0.8258554,-0.3908461
1.3175655,0.8849622,0.7683912,1.3073711,1.0480266,2.4141117,2.7192213,1.0506735
-0.0839133,-0.6872537,-1.2109562,-0.7889676,-0.8278667,0.6661188,1.4248329,-0.4448154
-1.2129730,-1.6402866,-2.0971479,-1.9458324,-0.2268841,-1.2411129,-0.4765877,-0.6091867
0.9289511,1.2422116,1.5907029,0.8286705,2.7083662,1.3130359,1.6506129,2.0998623
1.2107171,2.0600408,2.4926817,1.6483250,1.3011834,3.1080079,2.0230294,1.4882739
-0.2260791,-0.5786719,0.3122223,0.3976310,-1.6805409,2.0015666,0.0141273,-0.1102688
-0.1363284,-0.5080806,0.2965973,0.6571687,1.0123445,1.0278514,1.0316471,1.3703101
-1.0218670,0.1682425,0.3835738,-0.4403712,1.4630696,-0.2548351,1.2011795,1.7310343
-2.7333275,-1.7209728,-0.6485948,-2.4900508,-2.4158814,-1.5791759,-0.6803554,-0.4280255
-0.5618692,-0.1528012,0.7474738,-0.9118483,0.1582303,0.0250225,0.5587037,-0.4058885
4.0570106,4.3351492,4.4684958,4.4049552,5.5946757,3.6171359,3.7404515,2.9991821
4.1946548,4.4727190,4.3377185,5.6904782,4.0301912,3.2989275,2.8838115,3.1068413
0.9622416,1.2097347,1.0042062,1.3916411,-0.0143191,-0.4516324,-0.5816381,-0.3924894
0.8495661,-0.2358350,0.3083846,-1.0882128,-1.6214964,-1.0983414,-0.8171330,-1.0081820
1.2279410,-0.1893668,0.3594627,-1.5865694,-1.5839242,-0.0676835,0.6461807,0.6072201
-0.0479938,-0.9084807,-0.6687486,-2.3712668,-1.3037981,-0.8584633,-1.0894962,-0.3269247
-0.7816832,-1.6443040,-1.3397783,-1.4122845,-1.8988017,-2.0590441,-2.6527941,-1.8762738
-0.5750530,-0.3660495,-0.3227765,-0.1476115,-1.0909141,-1.3374384,-1.3494906,-0.6606432
-1.0362014,0.4335113,0.1423770,-0.8146946,0.3601614,0.3569951,0.1271525,0.7628330
-1.0672866,-1.5106957,-1.2725256,-1.2237919,-0.4610336,1.3423295,1.1448387,0.6156406
0.5024481,-0.6767412,0.0086169,0.4279786,0.8966812,1.0520317,1.3037361,1.1565343
0.3298128,1.1625117,0.5011659,0.5997047,0.9449185,-0.5229203,-0.5723815,0.5586973
0.9201002,1.9812246,-0.2058806,0.8750204,0.2103804,0.4199767,-0.0218420,0.4973744
2.8603783,2.5761423,1.2988461,2.0122088,2.8761480,1.3933248,1.4722952,1.1326329
1.7182158,2.0141505,1.7383555,1.6787855,3.3555349,0.0049317,1.2305029,0.8059033
-1.5462015,-1.6378671,-1.5970733,-1.2347372,-2.0228749,-1.6644382,-1.3191963,-1.6860507
-2.2733512,-4.2493474,-3.2519533,-2.7307721,-4.7450524,-2.2962864,-3.1147380,-4.0289529
3.1021500,1.3103944,1.6872850,3.0705587,1.9895751,0.9815774,1.3248146,-0.0186619
6.2034865,6.0597856,4.8673977,6.7591656,6.8016630,3.5791397,3.9842904,3.9035470
1.2105821,2.7390020,1.5175720,2.9749599,2.4720000,1.3820842,0.9100067,1.4303139
-1.9982299,0.5596368,-0.2860800,0.4905022,-0.2345217,-0.1097839,0.0683582,-0.8976617
-3.3814112,-1.9472533,-1.8471744,-1.4343210,-1.6177656,-1.8647974,-0.8957857,-2.3727008
-5.3771824,-5.1293022,-4.0047868,-3.5578695,-3.6677155,-2.6862544,-2.8581673,-3.1486994
-3.6404203,-4.0086666,-3.6358702,-3.2819201,-3.8161669,-1.2694827,-3.0527080,-3.0393072
-0.1443745,-1.0273050,-1.0919027,-1.5309607,-2.1457626,-0.3110620,-1.8611285,-1.9227344
-0.3237660,-0.3809457,-0.6870669,-1.0229820,-0.5203126,-0.7021525,-1.1500946,0.2018264
-3.4967247,-2.6521505,-2.5993095,-2.1367627,-2.4774105,-2.2698641,-1.6922035,-0.2663924
-4.4293681,-5.1517837,-3.4138527,-3.6003216,-5.9644717,-2.9527766,-2.1818502,-1.6198774
-2.1560536,-3.7433235,-1.8629695,-3.0258389,-3.3595180,-1.3908484,-1.1378662,-0.5477458
-1.9678178,-1.8116726,-2.3171920,-2.3096261,-0.2959882,-1.6527948,-2.4958036,-1.7652746
-1.3974038,-0.5322948,-1.6038609,-1.2625332,-0.4360663,-2.3869057,-2.9389052,-2.7819279
0.8952505,0.9529398,1.5908445,0.6184274,0.7627781,-0.7132407,-0.1643189,-0.2469215
0.7889519,0.3871120,1.7103826,0.2411326,1.1222758,0.1068314,1.0015250,0.7660555
-0.1773542,-0.2337668,0.3125016,-0.8616432,-1.2352048,0.4527144,0.9436808,-0.2618360
2.5533112,1.9432557,1.9743801,1.4164084,0.1388523,3.2793608,2.1189170,1.7361992
2.1952332,1.2910436,1.3147346,1.1296237,1.7188392,1.1247505,0.1597240,1.6408177
-0.7961518,-2.1029057,-1.6957148,-1.7251716,0.4846789,-3.2543080,-1.9602513,-1.1331538
0.7078067,-0.3515938,-0.0006242,-0.1072856,0.9132196,-0.2389068,1.2223519,0.3548238
3.4292728,3.3244841,2.8162018,1.4706826,1.2042685,3.4984594,3.7965303,2.6977967
3.9842690,3.4583252,3.0446243,0.8113299,1.8325778,2.5022160,2.5920328,2.3967437
3.4356136,2.8257074,3.0788239,1.5152826,3.4969837,1.9393905,1.8450090,2.2105921
1.1979556,2.0864220,1.4348908,1.5013731,2.6940423,0.9906811,1.9280211,0.8763768
0.3779629,0.4277249,-0.3565850,0.5970304,3.6124955,-0.7836084,2.0811363,-0.0366976
0.0973994,-0.4462521,-0.7926474,-0.2338960,4.2039627,-1.7428385,0.4682098,-0.0208316
-0.5263766,-0.1552635,-0.9772692,-0.6034169,1.0530145,-0.9974880,-1.0797574,1.4173616
1.0542606,0.5458609,0.5654106,1.3690987,0.0063577,2.4264586,1.2071601,4.5704125
1.9396201,2.9993872,2.1433390,3.7648583,1.5659576,3.7798759,3.1789433,3.8867368
1.1831465,3.4479830,1.8598249,3.0953410,2.3951935,1.6892308,1.9119328,1.8574319
-0.2683007,-0.1977888,-0.3003034,0.4911860,0.3743112,-0.9665164,-1.1234158,0.9359064
0.6437449,-0.3457073,-0.5106342,1.0936953,-0.5276913,-0.4278810,-1.3042957,-0.2516732
2.0165953,2.0360588,1.5025957,3.0118303,0.3425658,1.9432592,1.0097898,-0.2292934
1.4360785,2.2121059,1.9906896,2.4223894,-0.8286464,2.9053425,1.0642265,0.6033589
2.7717292,3.2566761,3.0439784,3.9020901,0.3756691,3.3139989,1.8763868,0.3935649
3.6879596,4.2816345,5.2330526,5.3134447,4.4823512,2.9859447,2.7622007,0.2967568
0.1922081,1.0374225,2.5600667,0.8041863,1.6506348,0.4670739,-0.5673596,-1.1020973
-2.8657428,-1.8925775,-1.1377129,-3.0180525,-3.6338180,-1.2305764,-2.6481587,-1.7018386
-3.9475855,-2.2981992,-2.7315202,-4.2037736,-5.9887968,-1.8505393,-2.7810406,-2.3872502
-4.0799556,-3.0729296,-3.3143359,-4.0398790,-6.3424565,-2.0240322,-2.8935617,-3.7372546
-3.3212515,-3.3454068,-2.6724432,-2.2434433,-3.6383441,-1.4360281,-2.2330941,-2.4452749
-3.1396228,-2.7580293,-2.9668913,-2.8563262,-1.3788473,-2.0735936,-2.8907311,-1.6771723
-3.8159668,-3.7242067,-4.5350720,-4.8384978,-2.5488320,-3.1002984,-3.2121936,-3.4140499
-3.3183396,-3.7617959,-3.9138481,-4.0986151,-2.9964577,-2.1606663,-1.1250831,-2.4095826
-0.2021918,-1.0205018,-0.6391814,-1.1916602,-1.5340682,-0.0635450,1.5101757,1.7667364
2.5630566,0.1448499,1.1924592,1.4545210,0.3578656,1.1969670,2.3479801,3.4169947
0.8745570,-1.6187366,-0.5659943,0.3255155,0.6222616,-0.0924800,0.1968294,0.6112902
-2.6826323,-2.7636552,-3.0390062,-2.3467134,-1.0800706,-2.7210555,-1.8518776,-2.5987252
-4.1764501,-3.0536969,-3.7145973,-3.4826830,-2.4315561,-3.7837689,-1.9043335,-3.4451218
-1.9068321,-0.7347000,-1.3379676,-1.8852380,-1.5168515,-2.1012112,-1.2164206,-1.0570862
-0.3440958,0.8718704,0.1717264,1.1867342,0.3549891,-1.2043535,-0.9833976,0.3615942
-1.5270593,-0.6157935,-0.4176042,1.7114768,1.4540119,-1.3600592,-0.6491855,-0.1920472
-1.0352882,-0.2666461,-0.2203775,0.0637376,0.7755316,0.1092122,-0.3985020,-0.5110381
0.6981733,1.9908478,0.7543796,-0.0691878,0.5724303,1.2435814,0.4451446,-1.3643095
1.9225324,2.1715435,1.6172752,0.6707279,2.7733941,0.3889319,1.5941148,-1.1709169
4.0690584,1.5878853,2.3287148,2.2860486,3.7210016,0.9764439,1.7458128,0.5457257
3.2410165,0.8486805,2.3664726,4.1977228,2.1969237,2.1208613,2.3708132,0.5664750
1.6314820,1.7184061,3.4233934,4.0366492,2.6732874,2.1212413,2.7531927,0.1569922
3.0045323,2.7587372,3.8810973,2.8547796,4.4904811,2.1973369,2.1579799,0.7761176
1.6527865,1.3253423,1.3437083,1.0250724,2.1807740,0.9947166,0.5223319,0.6850724
0.9266853,0.6556948,-0.1114594,-0.3400703,-0.6403145,-0.1540073,-0.8610586,0.6070619
1.0103839,0.2630452,-0.1871803,-0.5801539,-0.8068030,-0.1026401,-1.1301780,0.8195937
-3.3524041,-2.8184731,-2.8126444,-2.6807029,-3.7478890,-2.0414446,-3.0189204,-1.5887373
-3.5805737,-2.8749671,-2.5205611,-2.8608609,-3.1609600,-1.9855579,-3.1094087,-2.2502788
1.7808484,1.7594695,1.2864330,1.1023049,2.7697366,1.1289592,0.5704230,1.3130586
2.6841530,2.9151612,1.5127631,1.1924725,1.7244282,0.9571776,1.2578878,2.4079381
0.4017894,0.3483080,-0.2709072,-1.1787149,-2.0911766,0.7118369,0.1627533,2.0662406
0.7643197,0.5809147,0.8476214,-0.1686001,-0.8932306,3.2759563,2.2938730,2.8324977
0.8223358,0.5634708,0.6570705,-0.1480125,-0.1021013,2.0813959,1.5379393,1.2175989
-0.1176674,-0.8387944,-0.9758126,-1.5912891,-0.3970321,-0.6332012,-0.5653290,0.5298565
0.7546662,0.5092632,0.8253169,0.2109817,0.2737658,0.7194504,0.7890031,1.9143741
1.9800866,2.1819514,2.5660429,2.8165595,1.6374468,2.2208836,1.7485138,3.1977923
1.0445838,1.1432849,0.9866260,1.0706693,1.0641348,1.1219930,0.7625456,3.5183531
-1.0341775,-0.6104453,-0.9918403,-1.3984792,-1.8786610,-0.0353287,-0.5029430,0.5349761
-2.0609634,-1.4597643,-1.1888438,-0.9603516,-2.3806769,-0.6520239,-1.1423294,-1.9433230
-2.2485728,-2.4197038,-1.3428407,-1.8205912,-2.7435547,-2.1410889,-1.2357229,-1.6265092
-2.2731916,-2.5702633,-1.8263741,-2.2682929,-2.2066634,-2.3169511,-1.2737226,-0.9100075
-1.1146675,-0.8239261,-1.5107755,-0.5904001,0.3856983,-1.3519615,-0.6806666,-0.1969223
0.3805133,0.1312874,-0.7038923,0.1381035,0.9648222,-0.8844991,0.7635929,0.0916917
1.2253074,0.1863967,-0.0716673,1.7903386,1.5847180,-0.5317838,1.1540140,-1.1832241
2.1697791,1.9423863,1.6523526,2.5997624,2.2612014,0.8166018,1.5807717,-0.8746967
3.0988678,3.6206587,4.2229448,2.7554762,2.7629130,3.0698467,3.1631152,2.5424876
3.3533982,2.7924544,3.8359124,3.0224653,3.3228532,2.9857340,2.6385921,3.4165366
0.9577250,-0.1088231,-0.1203963,0.1373473,-0.0442441,-0.2871484,-0.4501176,-0.9057896
-2.4812434,-2.8309485,-2.8402413,-2.7326215,-2.7493276,-2.6340844,-2.5642744,-4.1704989
-2.4537052,-2.6255710,-2.4144959,-2.1809415,-1.7887189,-2.4389559,-2.7351878,-3.4033237
-0.7553833,-0.6935528,-0.7499469,-0.7140334,-1.2881147,-0.8174855,-1.7111247,-1.5195628
-3.2013704,-1.9443367,-1.8257216,-1.8514423,-1.9441349,-1.7063805,-2.9212834,-2.4590812
-6.0843186,-4.1470622,-4.2608850,-3.6820283,-3.3004240,-3.7843880,-4.7090142,-4.1936331
-2.8330464,-2.0580868,-2.9169773,-1.9109522,-2.1844219,-1.8417291,-1.6513099,-2.7402390
